NAME,STATE,2000 POP.,1990 POP.
DELTA COUNTY,MI,38520,37780
DICKINSON COUNTY,MI,27472,26831
EATON COUNTY,MI,103655,92879
EMMET COUNTY,MI,31437,25040
GENESEE COUNTY,MI,436141,430459
GLADWIN COUNTY,MI,26023,21896
GOGEBIC COUNTY,MI,17370,18052
GRAND TRAVERSE COUNTY,MI,77654,64273
GRATIOT COUNTY,MI,42285,38982
HILLSDALE COUNTY,MI,46527,43431
HOUGHTON COUNTY,MI,36016,35446
HURON COUNTY,MI,36079,34951
INGHAM COUNTY,MI,279320,281912
IONIA COUNTY,MI,61518,57024
IOSCO COUNTY,MI,27339,30209
IRON COUNTY,MI,13138,13175
ISABELLA COUNTY,MI,63351,54624
JACKSON COUNTY,MI,158422,149756
KALAMAZOO COUNTY,MI,238603,223411
KALKASKA COUNTY,MI,16571,13497
KENT COUNTY,MI,574335,500631
KEWEENAW COUNTY,MI,2301,1701
LAKE COUNTY,MI,11333,8583
LAPEER COUNTY,MI,87904,74768
LEELANAU COUNTY,MI,21119,16527
LENAWEE COUNTY,MI,98890,91476
LIVINGSTON COUNTY,MI,156951,115645
LUCE COUNTY,MI,7024,5763
MACKINAC COUNTY,MI,11943,10674
MACOMB COUNTY,MI,788149,717400
MANISTEE COUNTY,MI,24527,21265
MARQUETTE COUNTY,MI,64634,70887
MASON COUNTY,MI,28274,25537
MECOSTA COUNTY,MI,40553,37308
MENOMINEE COUNTY,MI,25326,24920
MIDLAND COUNTY,MI,82874,75651
MISSAUKEE COUNTY,MI,14478,12147
MONROE COUNTY,MI,145945,133600
MONTCALM COUNTY,MI,61266,53059
MONTMORENCY COUNTY,MI,10315,8936
MUSKEGON COUNTY,MI,170200,158983
NEWAYGO COUNTY,MI,47874,38202
OAKLAND COUNTY,MI,1194156,1083592
OCEANA COUNTY,MI,26873,22454
OGEMAW COUNTY,MI,21645,18681
ONTONAGON COUNTY,MI,7818,8854
OSCEOLA COUNTY,MI,23197,20146
OSCODA COUNTY,MI,9418,7842
OTSEGO COUNTY,MI,23301,17957
OTTAWA COUNTY,MI,238314,187768
PRESQUE ISLE COUNTY,MI,14411,13743
ROSCOMMON COUNTY,MI,25469,19776
SAGINAW COUNTY,MI,210039,211946
ST. CLAIR COUNTY,MI,164235,145607
ST. JOSEPH COUNTY,MI,62422,58913
SANILAC COUNTY,MI,44547,39928
SCHOOLCRAFT COUNTY,MI,8903,8302
SHIAWASSEE COUNTY,MI,71687,69770
TUSCOLA COUNTY,MI,58266,55498
VAN BUREN COUNTY,MI,76263,70060
WASHTENAW COUNTY,MI,322895,282937
WAYNE COUNTY,MI,2061162,2111687
WEXFORD COUNTY,MI,30484,26360
AITKIN COUNTY,MN,15301,12425
ANOKA COUNTY,MN,298084,243641
BECKER COUNTY,MN,30000,27881
BELTRAMI COUNTY,MN,39650,34384
BENTON COUNTY,MN,34226,30185
BIG STONE COUNTY,MN,5820,6285
BLUE EARTH COUNTY,MN,55941,54044
BROWN COUNTY,MN,26911,26984
CARLTON COUNTY,MN,31671,29259
CARVER COUNTY,MN,70205,47915
CASS COUNTY,MN,27150,21791
CHIPPEWA COUNTY,MN,13088,13228
CHISAGO COUNTY,MN,41101,30521
CLAY COUNTY,MN,51229,50422
CLEARWATER COUNTY,MN,8423,8309
COOK COUNTY,MN,5168,3868
COTTONWOOD COUNTY,MN,12167,12694
CROW WING COUNTY,MN,55099,44249
DAKOTA COUNTY,MN,355904,275227
DODGE COUNTY,MN,17731,15731
DOUGLAS COUNTY,MN,32821,28674
FARIBAULT COUNTY,MN,16181,16937
FILLMORE COUNTY,MN,21122,20777
FREEBORN COUNTY,MN,32584,33060
GOODHUE COUNTY,MN,44127,40690
GRANT COUNTY,MN,6289,6246
HENNEPIN COUNTY,MN,1116200,1032431
HOUSTON COUNTY,MN,19718,18497
HUBBARD COUNTY,MN,18376,14939
ISANTI COUNTY,MN,31287,25921
ITASCA COUNTY,MN,43992,40863
JACKSON COUNTY,MN,11268,11677
KANABEC COUNTY,MN,14996,12802
KANDIYOHI COUNTY,MN,41203,38761
KITTSON COUNTY,MN,5285,5767
KOOCHICHING COUNTY,MN,14355,16299
LAC QUI PARLE COUNTY,MN,8067,8924
LAKE COUNTY,MN,11058,10415
LAKE OF THE WOODS COUNTY,MN,4522,4076
LE SUEUR COUNTY,MN,25426,23239
LINCOLN COUNTY,MN,6429,6890
LYON COUNTY,MN,25425,24789
MCLEOD COUNTY,MN,34898,32030
MAHNOMEN COUNTY,MN,5190,5044
MARSHALL COUNTY,MN,10155,10993
MARTIN COUNTY,MN,21802,22914
MEEKER COUNTY,MN,22644,20846
MILLE LACS COUNTY,MN,22330,18670
MORRISON COUNTY,MN,31712,29604
MOWER COUNTY,MN,38603,37385
MURRAY COUNTY,MN,9165,9660
NICOLLET COUNTY,MN,29771,28076
NOBLES COUNTY,MN,20832,20098
NORMAN COUNTY,MN,7442,7975
OLMSTED COUNTY,MN,124277,106470
OTTER TAIL COUNTY,MN,57159,50714
PENNINGTON COUNTY,MN,13584,13306
PINE COUNTY,MN,26530,21264
PIPESTONE COUNTY,MN,9895,10491
POLK COUNTY,MN,31369,32498
POPE COUNTY,MN,11236,10745
RAMSEY COUNTY,MN,511035,485765
RED LAKE COUNTY,MN,4299,4525
REDWOOD COUNTY,MN,16815,17254
RENVILLE COUNTY,MN,17154,17673
RICE COUNTY,MN,56665,49183
ROCK COUNTY,MN,9721,9806
ROSEAU COUNTY,MN,16338,15026
ST. LOUIS COUNTY,MN,200528,198213
SCOTT COUNTY,MN,89498,57846
SHERBURNE COUNTY,MN,64417,41945
SIBLEY COUNTY,MN,15356,14366
STEARNS COUNTY,MN,133166,118791
STEELE COUNTY,MN,33680,30729
STEVENS COUNTY,MN,10053,10634
SWIFT COUNTY,MN,11956,10724
TODD COUNTY,MN,24426,23363
TRAVERSE COUNTY,MN,4134,4463
WABASHA COUNTY,MN,21610,19744
WADENA COUNTY,MN,13713,13154
WASECA COUNTY,MN,19526,18079
WASHINGTON COUNTY,MN,201130,145896
WATONWAN COUNTY,MN,11876,11682
WILKIN COUNTY,MN,7138,7516
WINONA COUNTY,MN,49985,47828
WRIGHT COUNTY,MN,89986,68710
YELLOW MEDICINE COUNTY,MN,11080,11684
ADAMS COUNTY,MS,34340,35356
ALCORN COUNTY,MS,34558,31722
AMITE COUNTY,MS,13599,13328
ATTALA COUNTY,MS,19661,18481
BENTON COUNTY,MS,8026,8046
BOLIVAR COUNTY,MS,40633,41875
CALHOUN COUNTY,MS,15069,14908
CARROLL COUNTY,MS,10769,9237
CHICKASAW COUNTY,MS,19440,18085
CHOCTAW COUNTY,MS,9758,9071
CLAIBORNE COUNTY,MS,11831,11370
CLARKE COUNTY,MS,17955,17313
CLAY COUNTY,MS,21979,21120
COAHOMA COUNTY,MS,30622,31665
COPIAH COUNTY,MS,28757,27592
COVINGTON COUNTY,MS,19407,16527
DESOTO COUNTY,MS,107199,67910
FORREST COUNTY,MS,72604,68314
FRANKLIN COUNTY,MS,8448,8377
GEORGE COUNTY,MS,19144,16673
GREENE COUNTY,MS,13299,10220
GRENADA COUNTY,MS,23263,21555
HANCOCK COUNTY,MS,42967,31760
HARRISON COUNTY,MS,189601,165365
HINDS COUNTY,MS,250800,254441
HOLMES COUNTY,MS,21609,21604
HUMPHREYS COUNTY,MS,11206,12134
ISSAQUENA COUNTY,MS,2274,1909
ITAWAMBA COUNTY,MS,22770,20017
JACKSON COUNTY,MS,131420,115243
JASPER COUNTY,MS,18149,17114
JEFFERSON COUNTY,MS,9740,8653
JEFFERSON DAVIS COUNTY,MS,13962,14051
JONES COUNTY,MS,64958,62031
KEMPER COUNTY,MS,10453,10356
LAFAYETTE COUNTY,MS,38744,31826
LAMAR COUNTY,MS,39070,30424
LAUDERDALE COUNTY,MS,78161,75555
LAWRENCE COUNTY,MS,13258,12458
LEAKE COUNTY,MS,20940,18436
LEE COUNTY,MS,75755,65581
LEFLORE COUNTY,MS,37947,37341
LINCOLN COUNTY,MS,33166,30278
LOWNDES COUNTY,MS,61586,59308
MADISON COUNTY,MS,74674,53794
MARION COUNTY,MS,25595,25544
MARSHALL COUNTY,MS,34993,30361
MONROE COUNTY,MS,38014,36582
MONTGOMERY COUNTY,MS,12189,12388
NESHOBA COUNTY,MS,28684,24800
NEWTON COUNTY,MS,21838,20291
NOXUBEE COUNTY,MS,12548,12604
OKTIBBEHA COUNTY,MS,42902,38375
PANOLA COUNTY,MS,34274,29996
PEARL RIVER COUNTY,MS,48621,38714
PERRY COUNTY,MS,12138,10865
PIKE COUNTY,MS,38940,36882
PONTOTOC COUNTY,MS,26726,22237
PRENTISS COUNTY,MS,25556,23278
QUITMAN COUNTY,MS,10117,10490
RANKIN COUNTY,MS,115327,87161
SCOTT COUNTY,MS,28423,24137
SHARKEY COUNTY,MS,6580,7066
SIMPSON COUNTY,MS,27639,23953
SMITH COUNTY,MS,16182,14798
STONE COUNTY,MS,13622,10750
SUNFLOWER COUNTY,MS,34369,32867
TALLAHATCHIE COUNTY,MS,14903,15210
TATE COUNTY,MS,25370,21432
TIPPAH COUNTY,MS,20826,19523
TISHOMINGO COUNTY,MS,19163,17683
TUNICA COUNTY,MS,9227,8164
UNION COUNTY,MS,25362,22085
WALTHALL COUNTY,MS,15156,14352
WARREN COUNTY,MS,49644,47880
WASHINGTON COUNTY,MS,62977,67935
WAYNE COUNTY,MS,21216,19517
WEBSTER COUNTY,MS,10294,10222
WILKINSON COUNTY,MS,10312,9678
WINSTON COUNTY,MS,20160,19433
YALOBUSHA COUNTY,MS,13051,12033
YAZOO COUNTY,MS,28149,25506
ADAIR COUNTY,MO,24977,24577
ANDREW COUNTY,MO,16492,14632
ATCHISON COUNTY,MO,6430,7457
AUDRAIN COUNTY,MO,25853,23599
BARRY COUNTY,MO,34010,27547
BARTON COUNTY,MO,12541,11312
BATES COUNTY,MO,16653,15025
BENTON COUNTY,MO,17180,13859
BOLLINGER COUNTY,MO,12029,10619
BOONE COUNTY,MO,135454,112379
BUCHANAN COUNTY,MO,85998,83083
BUTLER COUNTY,MO,40867,38765
CALDWELL COUNTY,MO,8969,8380
CALLAWAY COUNTY,MO,40766,32809
CAMDEN COUNTY,MO,37051,27495
CAPE GIRARDEAU COUNTY,MO,68693,61633
CARROLL COUNTY,MO,10285,10748
CARTER COUNTY,MO,5941,5515
CASS COUNTY,MO,82092,63808
CEDAR COUNTY,MO,13733,12093
CHARITON COUNTY,MO,8438,9202
CHRISTIAN COUNTY,MO,54285,32644
CLARK COUNTY,MO,7416,7547
CLAY COUNTY,MO,184006,153411
CLINTON COUNTY,MO,18979,16595
COLE COUNTY,MO,71397,63579
COOPER COUNTY,MO,16670,14835
CRAWFORD COUNTY,MO,22804,19173
DADE COUNTY,MO,7923,7449
DALLAS COUNTY,MO,15661,12646
DAVIESS COUNTY,MO,8016,7865
DEKALB COUNTY,MO,11597,9967
DENT COUNTY,MO,14927,13702
DOUGLAS COUNTY,MO,13084,11876
DUNKLIN COUNTY,MO,33155,33112
FRANKLIN COUNTY,MO,93807,80603
GASCONADE COUNTY,MO,15342,14006
GENTRY COUNTY,MO,6861,6848
GREENE COUNTY,MO,240391,207949
GRUNDY COUNTY,MO,10432,10536
HARRISON COUNTY,MO,8850,8469
HENRY COUNTY,MO,21997,20044
HICKORY COUNTY,MO,8940,7335
HOLT COUNTY,MO,5351,6034
HOWARD COUNTY,MO,10212,9631
HOWELL COUNTY,MO,37238,31447
IRON COUNTY,MO,10697,10726
JACKSON COUNTY,MO,654880,633232
JASPER COUNTY,MO,104686,90465
JEFFERSON COUNTY,MO,198099,171380
JOHNSON COUNTY,MO,48258,42514
KNOX COUNTY,MO,4361,4482
LACLEDE COUNTY,MO,32513,27158
LAFAYETTE COUNTY,MO,32960,31107
LAWRENCE COUNTY,MO,35204,30236
LEWIS COUNTY,MO,10494,10233
LINCOLN COUNTY,MO,38944,28892
LINN COUNTY,MO,13754,13885
LIVINGSTON COUNTY,MO,14558,14592
MCDONALD COUNTY,MO,21681,16938
MACON COUNTY,MO,15762,15345
MADISON COUNTY,MO,11800,11127
MARIES COUNTY,MO,8903,7976
MARION COUNTY,MO,28289,27682
MERCER COUNTY,MO,3757,3723
MILLER COUNTY,MO,23564,20700
MISSISSIPPI COUNTY,MO,13427,14442
MONITEAU COUNTY,MO,14827,12298
MONROE COUNTY,MO,9311,9104
MONTGOMERY COUNTY,MO,12136,11355
MORGAN COUNTY,MO,19309,15574
NEW MADRID COUNTY,MO,19760,20928
NEWTON COUNTY,MO,52636,44445
NODAWAY COUNTY,MO,21912,21709
OREGON COUNTY,MO,10344,9470
OSAGE COUNTY,MO,13062,12018
OZARK COUNTY,MO,9542,8598
PEMISCOT COUNTY,MO,20047,21921
PERRY COUNTY,MO,18132,16648
PETTIS COUNTY,MO,39403,35437
PHELPS COUNTY,MO,39825,35248
PIKE COUNTY,MO,18351,15969
PLATTE COUNTY,MO,73781,57867
POLK COUNTY,MO,26992,21826
PULASKI COUNTY,MO,41165,41307
PUTNAM COUNTY,MO,5223,5079
RALLS COUNTY,MO,9626,8476
RANDOLPH COUNTY,MO,24663,24370
RAY COUNTY,MO,23354,21971
REYNOLDS COUNTY,MO,6689,6661
RIPLEY COUNTY,MO,13509,12303
ST. CHARLES COUNTY,MO,283883,212907
ST. CLAIR COUNTY,MO,9652,8457
STE. GENEVIEVE COUNTY,MO,17842,16037
ST. FRANCOIS COUNTY,MO,55641,48904
ST. LOUIS COUNTY,MO,1016315,993529
SALINE COUNTY,MO,23756,23523
SCHUYLER COUNTY,MO,4170,4236
SCOTLAND COUNTY,MO,4983,4822
SCOTT COUNTY,MO,40422,39376
SHANNON COUNTY,MO,8324,7613
SHELBY COUNTY,MO,6799,6942
STODDARD COUNTY,MO,29705,28895
STONE COUNTY,MO,28658,19078
SULLIVAN COUNTY,MO,7219,6326
TANEY COUNTY,MO,39703,25561
TEXAS COUNTY,MO,23003,21476
VERNON COUNTY,MO,20454,19041
WARREN COUNTY,MO,24525,19534
WASHINGTON COUNTY,MO,23344,20380
WAYNE COUNTY,MO,13259,11543
WEBSTER COUNTY,MO,31045,23753
WORTH COUNTY,MO,2382,2440
WRIGHT COUNTY,MO,17955,16758
ST. LOUIS CITY,MO,348189,396685
BEAVERHEAD COUNTY,MT,9202,8424
BIG HORN COUNTY,MT,12671,11337
BLAINE COUNTY,MT,7009,6728
BROADWATER COUNTY,MT,4385,3318
CARBON COUNTY,MT,9552,8080
CARTER COUNTY,MT,1360,1503
CASCADE COUNTY,MT,80357,77691
CHOUTEAU COUNTY,MT,5970,5452
CUSTER COUNTY,MT,11696,11697
DANIELS COUNTY,MT,2017,2266
DAWSON COUNTY,MT,9059,9505
DEER LODGE COUNTY,MT,9417,10278
FALLON COUNTY,MT,2837,3103
FERGUS COUNTY,MT,11893,12083
FLATHEAD COUNTY,MT,74471,59218
GALLATIN COUNTY,MT,67831,50463
GARFIELD COUNTY,MT,1279,1589
GLACIER COUNTY,MT,13247,12121
GOLDEN VALLEY COUNTY,MT,1042,912
GRANITE COUNTY,MT,2830,2548
HILL COUNTY,MT,16673,17654
JEFFERSON COUNTY,MT,10049,7939
JUDITH BASIN COUNTY,MT,2329,2282
LAKE COUNTY,MT,26507,21041
LEWIS AND CLARK COUNTY,MT,55716,47495
LIBERTY COUNTY,MT,2158,2295
LINCOLN COUNTY,MT,18837,17481
MCCONE COUNTY,MT,1977,2276
MADISON COUNTY,MT,6851,5989
MEAGHER COUNTY,MT,1932,1819
MINERAL COUNTY,MT,3884,3315
MISSOULA COUNTY,MT,95802,78687
MUSSELSHELL COUNTY,MT,4497,4106
PARK COUNTY,MT,15694,14562
PETROLEUM COUNTY,MT,493,519
PHILLIPS COUNTY,MT,4601,5163
PONDERA COUNTY,MT,6424,6433
POWDER RIVER COUNTY,MT,1858,2090
POWELL COUNTY,MT,7180,6620
PRAIRIE COUNTY,MT,1199,1383
RAVALLI COUNTY,MT,36070,25010
RICHLAND COUNTY,MT,9667,10716
ROOSEVELT COUNTY,MT,10620,10999
ROSEBUD COUNTY,MT,9383,10505
SANDERS COUNTY,MT,10227,8669
SHERIDAN COUNTY,MT,4105,4732
SILVER BOW COUNTY,MT,34606,33941
STILLWATER COUNTY,MT,8195,6536
SWEET GRASS COUNTY,MT,3609,3154
TETON COUNTY,MT,6445,6271
TOOLE COUNTY,MT,5267,5046
TREASURE COUNTY,MT,861,874
VALLEY COUNTY,MT,7675,8239
WHEATLAND COUNTY,MT,2259,2246
WIBAUX COUNTY,MT,1068,1191
YELLOWSTONE COUNTY,MT,129352,113419
ADAMS COUNTY,NE,31151,29625
ANTELOPE COUNTY,NE,7452,7965
ARTHUR COUNTY,NE,444,462
BANNER COUNTY,NE,819,852
BLAINE COUNTY,NE,583,675
BOONE COUNTY,NE,6259,6667
BOX BUTTE COUNTY,NE,12158,13130
BOYD COUNTY,NE,2438,2835
BROWN COUNTY,NE,3525,3657
BUFFALO COUNTY,NE,42259,37447
BURT COUNTY,NE,7791,7868
BUTLER COUNTY,NE,8767,8601
CASS COUNTY,NE,24334,21318
CEDAR COUNTY,NE,9615,10131
CHASE COUNTY,NE,4068,4381
CHERRY COUNTY,NE,6148,6307
CHEYENNE COUNTY,NE,9830,9494
CLAY COUNTY,NE,7039,7123
COLFAX COUNTY,NE,10441,9139
CUMING COUNTY,NE,10203,10117
CUSTER COUNTY,NE,11793,12270
DAKOTA COUNTY,NE,20253,16742
DAWES COUNTY,NE,9060,9021
DAWSON COUNTY,NE,24365,19940
DEUEL COUNTY,NE,2098,2237
DIXON COUNTY,NE,6339,6143
DODGE COUNTY,NE,36160,34500
DOUGLAS COUNTY,NE,463585,416444
DUNDY COUNTY,NE,2292,2582
FILLMORE COUNTY,NE,6634,7103
FRANKLIN COUNTY,NE,3574,3938
FRONTIER COUNTY,NE,3099,3101
FURNAS COUNTY,NE,5324,5553
GAGE COUNTY,NE,22993,22794
GARDEN COUNTY,NE,2292,2460
GARFIELD COUNTY,NE,1902,2141
GOSPER COUNTY,NE,2143,1928
GRANT COUNTY,NE,747,769
GREELEY COUNTY,NE,2714,3006
HALL COUNTY,NE,53534,48925
HAMILTON COUNTY,NE,9403,8862
HARLAN COUNTY,NE,3786,3810
HAYES COUNTY,NE,1068,1222
HITCHCOCK COUNTY,NE,3111,3750
HOLT COUNTY,NE,11551,12599
HOOKER COUNTY,NE,783,793
HOWARD COUNTY,NE,6567,6055
JEFFERSON COUNTY,NE,8333,8759
JOHNSON COUNTY,NE,4488,4673
KEARNEY COUNTY,NE,6882,6629
KEITH COUNTY,NE,8875,8584
KEYA PAHA COUNTY,NE,983,1029
KIMBALL COUNTY,NE,4089,4108
KNOX COUNTY,NE,9374,9534
LANCASTER COUNTY,NE,250291,213641
LINCOLN COUNTY,NE,34632,32508
LOGAN COUNTY,NE,774,878
LOUP COUNTY,NE,712,683
MCPHERSON COUNTY,NE,533,546
MADISON COUNTY,NE,35226,32655
MERRICK COUNTY,NE,8204,8042
MORRILL COUNTY,NE,5440,5423
NANCE COUNTY,NE,4038,4275
NEMAHA COUNTY,NE,7576,7980
NUCKOLLS COUNTY,NE,5057,5786
OTOE COUNTY,NE,15396,14252
PAWNEE COUNTY,NE,3087,3317
PERKINS COUNTY,NE,3200,3367
PHELPS COUNTY,NE,9747,9715
PIERCE COUNTY,NE,7857,7827
PLATTE COUNTY,NE,31662,29820
POLK COUNTY,NE,5639,5675
RED WILLOW COUNTY,NE,11448,11705
RICHARDSON COUNTY,NE,9531,9937
ROCK COUNTY,NE,1756,2019
SALINE COUNTY,NE,13843,12715
SARPY COUNTY,NE,122595,102583
SAUNDERS COUNTY,NE,19830,18285
SCOTTS BLUFF COUNTY,NE,36951,36025
SEWARD COUNTY,NE,16496,15450
SHERIDAN COUNTY,NE,6198,6750
SHERMAN COUNTY,NE,3318,3718
SIOUX COUNTY,NE,1475,1549
STANTON COUNTY,NE,6455,6244
THAYER COUNTY,NE,6055,6635
THOMAS COUNTY,NE,729,851
THURSTON COUNTY,NE,7171,6936
VALLEY COUNTY,NE,4647,5169
WASHINGTON COUNTY,NE,18780,16607
WAYNE COUNTY,NE,9851,9364
WEBSTER COUNTY,NE,4061,4279
WHEELER COUNTY,NE,886,948
YORK COUNTY,NE,14598,14428
CHURCHILL COUNTY,NV,23982,17938
CLARK COUNTY,NV,1375765,741459
DOUGLAS COUNTY,NV,41259,27637
ELKO COUNTY,NV,45291,33530
ESMERALDA COUNTY,NV,971,1344
EUREKA COUNTY,NV,1651,1547
HUMBOLDT COUNTY,NV,16106,12844
LANDER COUNTY,NV,5794,6266
LINCOLN COUNTY,NV,4165,3775
LYON COUNTY,NV,34501,20001
MINERAL COUNTY,NV,5071,6475
NYE COUNTY,NV,32485,17781
PERSHING COUNTY,NV,6693,4336
STOREY COUNTY,NV,3399,2526
WASHOE COUNTY,NV,339486,254667
WHITE PINE COUNTY,NV,9181,9264
CARSON CITY,NV,52457,40443
BELKNAP COUNTY,NH,56325,49216
CARROLL COUNTY,NH,43666,35410
CHESHIRE COUNTY,NH,73825,70121
COOS COUNTY,NH,33111,34828
GRAFTON COUNTY,NH,81743,74929
HILLSBOROUGH COUNTY,NH,380841,336073
MERRIMACK COUNTY,NH,136225,120005
ROCKINGHAM COUNTY,NH,277359,245845
STRAFFORD COUNTY,NH,112233,104233
SULLIVAN COUNTY,NH,40458,38592
ATLANTIC COUNTY,NJ,252552,224327
BERGEN COUNTY,NJ,884118,825380
BURLINGTON COUNTY,NJ,423394,395066
CAMDEN COUNTY,NJ,508932,502824
CAPE MAY COUNTY,NJ,102326,95089
CUMBERLAND COUNTY,NJ,146438,138053
ESSEX COUNTY,NJ,793633,778206
GLOUCESTER COUNTY,NJ,254673,230082
HUDSON COUNTY,NJ,608975,553099
HUNTERDON COUNTY,NJ,121989,107776
MERCER COUNTY,NJ,350761,325824
MIDDLESEX COUNTY,NJ,750162,671780
MONMOUTH COUNTY,NJ,615301,553124
MORRIS COUNTY,NJ,470212,421353
OCEAN COUNTY,NJ,510916,433203
PASSAIC COUNTY,NJ,489049,453060
SALEM COUNTY,NJ,64285,65294
SOMERSET COUNTY,NJ,297490,240279
SUSSEX COUNTY,NJ,144166,130943
UNION COUNTY,NJ,522541,493819
WARREN COUNTY,NJ,102437,91607
BERNALILLO COUNTY,NM,556678,480577
CATRON COUNTY,NM,3543,2563
CHAVES COUNTY,NM,61382,57849
CIBOLA COUNTY,NM,25595,23794
COLFAX COUNTY,NM,14189,12925
CURRY COUNTY,NM,45044,42207
DEBACA COUNTY,NM,2240,2252
DONA ANA COUNTY,NM,174682,135510
EDDY COUNTY,NM,51658,48605
GRANT COUNTY,NM,31002,27676
GUADALUPE COUNTY,NM,4680,4156
HARDING COUNTY,NM,810,987
HIDALGO COUNTY,NM,5932,5958
LEA COUNTY,NM,55511,55765
LINCOLN COUNTY,NM,19411,12219
LOS ALAMOS COUNTY,NM,18343,18115
LUNA COUNTY,NM,25016,18110
MCKINLEY COUNTY,NM,74798,60686
MORA COUNTY,NM,5180,4264
OTERO COUNTY,NM,62298,51928
QUAY COUNTY,NM,10155,10823
RIO ARRIBA COUNTY,NM,41190,34365
ROOSEVELT COUNTY,NM,18018,16702
SANDOVAL COUNTY,NM,89908,63319
SAN JUAN COUNTY,NM,113801,91605
SAN MIGUEL COUNTY,NM,30126,25743
SANTA FE COUNTY,NM,129292,98928
SIERRA COUNTY,NM,13270,9912
SOCORRO COUNTY,NM,18078,14764
TAOS COUNTY,NM,29979,23118
TORRANCE COUNTY,NM,16911,10285
UNION COUNTY,NM,4174,4124
VALENCIA COUNTY,NM,66152,45235
ALBANY COUNTY,NY,294565,292594
ALLEGANY COUNTY,NY,49927,50470
BRONX COUNTY,NY,1332650,1203789
BROOME COUNTY,NY,200536,212160
CATTARAUGUS COUNTY,NY,83955,84234
CAYUGA COUNTY,NY,81963,82313
CHAUTAUQUA COUNTY,NY,139750,141895
CHEMUNG COUNTY,NY,91070,95195
CHENANGO COUNTY,NY,51401,51768
CLINTON COUNTY,NY,79894,85969
COLUMBIA COUNTY,NY,63094,62982
CORTLAND COUNTY,NY,48599,48963
DELAWARE COUNTY,NY,48055,47225
DUTCHESS COUNTY,NY,280150,259462
ERIE COUNTY,NY,950265,968532
ESSEX COUNTY,NY,38851,37152
FRANKLIN COUNTY,NY,51134,46540
FULTON COUNTY,NY,55073,54191
GENESEE COUNTY,NY,60370,60060
GREENE COUNTY,NY,48195,44739
HAMILTON COUNTY,NY,5379,5279
HERKIMER COUNTY,NY,64427,65797
JEFFERSON COUNTY,NY,111738,110943
KINGS COUNTY,NY,2465326,2300664
LEWIS COUNTY,NY,26944,26796
LIVINGSTON COUNTY,NY,64328,62372
MADISON COUNTY,NY,69441,69120
MONROE COUNTY,NY,735343,713968
MONTGOMERY COUNTY,NY,49708,51981
NASSAU COUNTY,NY,1334544,1287348
NEW YORK COUNTY,NY,1537195,1487536
NIAGARA COUNTY,NY,219846,220756
ONEIDA COUNTY,NY,235469,250836
ONONDAGA COUNTY,NY,458336,468973
ONTARIO COUNTY,NY,100224,95101
ORANGE COUNTY,NY,341367,307647
ORLEANS COUNTY,NY,44171,41846
OSWEGO COUNTY,NY,122377,121771
OTSEGO COUNTY,NY,61676,60517
PUTNAM COUNTY,NY,95745,83941
QUEENS COUNTY,NY,2229379,1951598
RENSSELAER COUNTY,NY,152538,154429
RICHMOND COUNTY,NY,443728,378977
ROCKLAND COUNTY,NY,286753,265475
ST. LAWRENCE COUNTY,NY,111931,111974
SARATOGA COUNTY,NY,200635,181276
SCHENECTADY COUNTY,NY,146555,149285
SCHOHARIE COUNTY,NY,31582,31859
SCHUYLER COUNTY,NY,19224,18662
SENECA COUNTY,NY,33342,33683
STEUBEN COUNTY,NY,98726,99088
SUFFOLK COUNTY,NY,1419369,1321864
SULLIVAN COUNTY,NY,73966,69277
TIOGA COUNTY,NY,51784,52337
TOMPKINS COUNTY,NY,96501,94097
